"","id","dateDream","dream","nightmare","mood","content","datetime","dayCounter","n_epi","n_eve","n_sit","dreamSocSit","dreamSocInt","multi","realMulti","inter","nAva2sin","nAva3sin","nAva4sin","nAva5sin","nAva2gro","nAva3gro","nAva4gro","nAva5gro","nAvaUns","famAva","unfAva","unsAva","wordcount","wordPerSit","sitPerEve","evePerEpi","n_socEve","dateEMA","rses_1","rses_2","rses_3","rses_4","propEMAsocSit","propEMAsocInt","excl","rses_totalMean","rses_1sd","rses_2sd","rses_3sd","rses_4sd","socSitSd","socIntSd","exclSd","rses_totalSd","compliance","propDreamSocSit","propDreamSocIntOld","propDreamSocIntOld2","propDreamMulti","propDreamTypeV","propDreamSocIntOld3","propDreamSocInt","propDreamSocEvent"
"1","IS02AE","2023-08-29",1,2,4,"Ich war in Reutlingen in der Stadt unterwegs. Ein Freund oder eine Freundin von mir hatte abseits von der Wilhelmstraße einen Crêpes-Laden in dem ich irgendwann alleine war. Ich beobachtete wie draußen eine Familie mit Kindern stand und hatte Angst, dass sie in den Laden kamen, weshalb ich dann von innen abgeschlossen hatte. Da war allerdings nur so ein Riegel, wodurch die Türe immer noch etwas geöffnet werden konnte. Das versuchten sie dann tatsächlich auch aber nicht aus bösem Willen, sondern weil sie Hunger hatten und es sonst nirgends in der Nähe etwas zu essen gab. Ich bin dann nach draußen gegangen und erzählte der Familie, dass es wohl als einzige Möglichkeit so 500 m entfernt eine art Mall gibt, bei der man auch etwas kleines essen kann und sie ärgerten sich, weil sie genau von dort herkamen. Ich bin dann etwas die Wilhelmsstraße entlanggelaufen, auf der der CSD stattgefunden hatte. Ich wollte dann in einem Schuhladen Schuhe kaufen die aus Plastikflaschen DEckeln hergestellt waren und habe dort meine zwei Mitbewohnerinnen getroffen. Am Ende habe ich noch von einer Art Clubhaus geträumt.",1693331940,1,2,3,12,4,2,1,1,2,1,0,3,0,1,0,3,0,0,2,6,0,182,15.1666666666667,4,1.5,2,"2023-08-29",5.8,7,1,2,0.8,3,4.2,3.95,0.447213595499958,0,0,0,1.78885438199983,2.73861278752583,0.447213595499958,0.111803398874989,0.714285714285714,0.333333333333333,0.5,0.166666666666667,0.333333333333333,0.0833333333333333,0.5,0.166666666666667,0.666666666666667
"2","IS02AE","2023-08-30",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-30",5.85714285714286,6.85714285714286,1,2,35,37.5714285714286,4.85714285714286,3.92857142857143,0.377964473009227,0.377964473009227,0,0,41.8011164125234,38.2746963534968,0.690065559342354,0.121987509118567,1,NA,NA,NA,NA,NA,NA,NA,NA
"3","IS02AE","2023-08-31",1,2,4,"Wir haben ein paar Tage in Neuffen (ein Ort nicht all zu weit weg von mir Zuhause) an einem See verbracht, untergebracht in Ferienhäusern zusammen mit Menschen von einem Austausch. Das Ziel war möglichst in der Nähe von Stuttgart zu sein, auch wenn es für mich gar keinen Sinn ergeben hat, da mein eigentliches Zuhause genausoweit entfernt ist, darum ging es ja aber nicht nur. Ich weiß nicht mehr genau, wer alles dabei war, aber auf jeden Fall meine Schwester, eine Frau aus einer Realityshow, die ich gerade schaue, ein Junge aus meinem Studium und ein paar andere Personen aus der Partnerschaftsgemeinde mit Frankreich von meinem Heimatdorf. Einmal sind wir abends fortgegangen. Ein anderes mal gab es einen riesen Spieleabend, bei dem unsere Gruppe aber echt schlecht war. Es wurden verscheidene Aktivitäten angeboten, bei denen man mitmachen konnte. Ich war aber an dem Abend schon sehr müde und lag so halb in meinem Bett. Drum herum hatte sich aber sehr viel abgespielt.",1693500060,3,1,3,7,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,23.1428571428571,2.33333333333333,3,3,"2023-08-31",6.14285714285714,7,1,2,25.4285714285714,29.1428571428571,4.71428571428571,4.03571428571429,0.377964473009227,0,0,0,43.8894715653505,43.0210358291095,0.951189731211342,0.0944911182523068,1,0.571428571428571,1,0.571428571428571,0.137254901960785,0,0,0,1
"4","IS02AE","2023-09-01",1,2,3,"Wir waren in Italien. Wir waren zwei Mal essen und beides Mal hat mir eine andere Person eine Gebel zum probieren gegeben, auf der Fleisch mit dabei war (obwohl ich Vegetarierin bin). Ich habe das dann beides Mal gegessen aus Höflichkeit, der Speck war aber echt ungenießbar. Ich weiß nicht mehr genau wer alles dabei war, aber auf jeden Fall eine Freundin, bei der ich gestern Nacht auf einer Party war. Eogentlich liebe ich das italienische Essen, aber alles was wir dort gegessen hatten hatte gar keinen Geschmack, war also gar nicht gewürzt. (Vor ein paar Tagen war ich mit Freunden italienisch essen, wobei das Essen gar nicht gewürzt war). Den Rest meines Traumes habe ich leider vergessen.",1693553820,4,1,1,6,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,118,19.6666666666667,6,1,1,"2023-09-01",6.16666666666667,7,1,2,44.1666666666667,44.6666666666667,4.83333333333333,4.04166666666667,0.408248290463863,0,0,0,48.6062410258875,47.9444122569739,0.752772652709081,0.102062072615966,0.857142857142857,0.166666666666667,1,0.166666666666667,0,0,1,0.166666666666667,1
"5","IS02AE","2023-09-02",1,2,3,"Ich war bei einem Italien Trip der Volkshochschule Reutlingen dabei. (Das war ich tatsächlich vor 2 Wochen) Wir waren eine junge Gruppe, die als eine Art „Austausch“-Klasse für die italienischen Schüler kam. Wir hatten mit der italienischen Klasse und Sandra (der Lehrerin) Mittag gegessen. Das war eine Art Picknick am Fluss. Das erstaunliche war, dass alle italienischen Schüler so gut deutsch konnten, sodass wir keinen Akzent heraushören konnten. Das war bei uns natürlich ganz anders.   Wir hatten einen Ausflug in eine Art Kirche gemacht, um ein Musikstück anzuhören in einem Nebenraum gab es dort zudem eine Sehenswürdigkeit, für die man allerdings Geld bezahlen musste, um diese zu sehen. Wir hatten uns gerade hingesetzt, um dem Konzert zu lauschen. Ich wollte zu einer Freundin etwas sagen und in deshalb aufgestanden, woraufhin diese auch aufgestanden ist und wir dann in den Gang gegangen sind. Wir hatten dann die Idee ganz kurz vor dem Konzert noch in den anderen Raum hineinzuschauen. Der Typ am Eingang schaute nämlich gar nicht genau hin, woraufhin wir beide schnell in den Raum gehuscht sind. Das Problem war nur, dass innen links und rechts Security stand, die uns gepackt und abgeführt hatte. Ich bin mir nicht mehr sicher, ob wir direkt rausgeschmissen worden sind oder anders bestraft worden wären, denn wir sind so schnell wir konnten die lange Treppe hinunter nach draußen gerannt und geflohen. Das war mir alles so unangenehm, da ich die Hauptverantwortliche für unsere Reisegruppe war und sich mein Chef auf mich verlassen hat. Wir wussten draußen gar nicht so recht, wo wir hinrennen sollten und sind dann direkt links ins Wohngebiet abgebogen, wobei wir merkten, dass wir in einem Garten einer Sackgasse gelandet sind. Dort führte allerdings hinter dem Zaun eine Art weg an einem Fluss entlang, weshalb wir unter dem Zaun durchgeklettert sind und diesen Weg weiter flohen. Dumm war nur, dass dieser Weg direkt zu unserer Austauschschule führte und uns dort direkt unsere Lehrerin mit dem Auto entgegenkam. Das war mir alles so schrecklich unangenehm.   Bei der Heimreise mussten wir an einem relativ großen Bahnhof zunächst den richtigen Gleis unseres Zuges finden. Ich hatte mich mit drei Freundinnen (eine aus der Schulzeit und meine beiden Mitbewohnerinnen) voll verquatscht und merkte plötzlich, dass nur noch 5 Minuten bis zur Abfahrt Zeit waren. Die eine Freundin, die auch mitgefahren ist, war so tiefenentspannt. Ich war total froh, dass mir dann ein Schaffner weiterhalf und ich ihm zügig zu dem richtigen Gleis außerhalb des Bahnhofgebäudes folgen konnte.   Zuhause angekommen gab es in einem äußerst interessanten VHS Gebäude irgendein Team Treffen mit meinem Chef. Es waren auch noch ein paar andere Mitarbeiter dort, die ich kannte. Das Problem war nur, dass man sich an einem Bildschirm zuerst registrieren musste, um in das Gebäude zu gelangen. Tani (eine Mitbewohnerin von mir) uns ich wollten gemeinsam zu dem Treffen gehen und hatten es aus irgendeinem Grund nicht pünktlich dort hin geschafft. Jetzt kam noch dazu, dass wir den Login an den Bildschirm nicht schafften. Tani war die ganze Zeit super entspannt, während sich bei mir der Stress innerlich richtig aufstaute, weil ich zu spät kommen hasse und irgendwie bei meinem Chef immer zu spät komme. Deshalb kam es dann dazu, dass wir uns voll gegenseitig anmotzen. Schließlich hatten wir den Login dann geschafft und standen in einer riesigen Halle, in der es viele verschiedene Veranstaltungen gab. Aus einer Ecke hörte wir Partymusik und entdeckten dort dann die ganzen VHS Mitarbeiter. Diese fanden es schon etwas blöd, dass wir so spät kamen, waren aber auch nicht lange nachtragend.  Jeder Mitarbeiter hatte einen eigenen Karton mit seinem Traumzummer gebastelt, den er den anderen vorstellte. Wir hatten die Vorstellung von einer noch mitgekriegt, bei der der gesamte Boden des Zimmers mit Pizza Baguettes ausgelegt war, da sie das so gerne isst.  Mein Chef meinte, dass wir dann ja hoffentlich beim Treffen morgen wieder dabei sind, da wieder irgendein Event stattfinden wird. Ich hätte auch so gerne meinen eigenen Karton noch gebaut, es war allerdings so, dass meine Mama Geburtstag feiert und ich wieder nur für einen gewissen Zeitraum zusagen konnte.  (Mit meinem Chef hatte ich mich vor 2 Tagen erst getroffen)",1693638480,5,2,9,41,29,24,18,3,9,19,5,0,1,5,2,0,0,1,24,7,1,691,16.8536585365854,4.55555555555556,4.5,9,"2023-09-02",6.14285714285714,7,1,2,68.2857142857143,67.5714285714286,5.42857142857143,4.03571428571429,0.377964473009227,0,0,0.577350269189626,45.0951375269156,47.2011904611778,0.786795792469443,0.0944911182523068,1,0.707317073170732,0.827586206896552,0.585365853658537,0.266384778012685,0.0731707317073171,0.310344827586207,0.219512195121951,1
"6","IS02AE","2023-09-03",1,2,3,"Ich hatte un Tübingen gewohnt, mit einer sehr guten Freundin, die tatsächlich dort lebt. Ich arbeitete gerade am Laptop, als ich von ihr angerufen wurde, wobei ich allerdings nicht ans Telefon gegangen bin, da ich keine Lust zu telefonieren hatte. Sie kam dann kurz darauf zu uns in die Wohnung und wollte irgendetwas mit mir planen, total fürsorglich, weil ich für sie sehr wichtig bin. Daraufhin hatte ich mich echt schlecht gefühlt, da ich mir für sie nicht die Zeit genommen hatte.  Ich hatte mich mit meiner Yogalehrerin unterhalten, sie wohnte im Traum meine ich auch in Tübingen. Sie erzählte mir von ihrem eigentlichen Beruf, was sie nun macht, seit dem sie ihr Journalismus Stidium beendet hat.  Außerdem war ich noch auf einer Vernissage von einem Freund, mit dem ich Kunst studiere. Ich hatte mitgekriegt, wie er mit einem Freund/ einer Freundin sprach, wie teuer er eine Arbeit von sich verkaufen kann, die er eigentlich gar nicht mag. Die andere Person meinte daraufhin, dass er die Arbeit dann schon günstiger, so für 40 €, verkaufen sollte, was er glaube ich schon als sehr wenig empfand. Auf der Vernissage hatte ich mich noch mit einem anderen Freund von Kunst über seine Bildpreise unterhalten.  (Bald mache ich eine eigene Ausstellung und muss mir auf jeden Fall über die Preise noch GEdanken machen)",1693741860,6,2,4,10,7,7,5,4,6,7,0,0,0,0,0,0,0,0,7,0,0,220,22,2.5,2,4,"2023-09-03",5.66666666666667,6.66666666666667,1,2,46.6666666666667,31.8333333333333,5.16666666666667,3.83333333333333,0.516397779494322,0.516397779494322,0,0,38.7797197858193,35.5776146848923,0.408248290463863,0.258198889747161,0.857142857142857,0.7,1,0.7,0.157068062827225,0.4,0.857142857142857,0.6,1
"7","IS02AE","2023-09-04",1,2,4,"Ich habe mitgemacht bei einem Nachhilfeprogramm für Kinder. (ähnlich wie bei einem Programm, bei dem ich tatsächlich teilweise in den Ferien arbeite) Wir hatten dabei relativ wenige Kinder in der Gruppe, die wir entweder alleine oder zu zweit betreuten. Ich weiß noch, dass es in einem Part darum ging auf einem Pferd zu fliegen. Dafür brauchte man die richtige Technik, bei der man das Pferd ganz schnell drehen musste, was gar nicht so einfach ging. ",1693834680,7,1,2,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,75,25,1.5,2,1,"2023-09-04",5.57142857142857,6.85714285714286,1.14285714285714,2.14285714285714,47.1428571428571,47.1428571428571,5.14285714285714,3.92857142857143,0.786795792469443,0.377964473009227,0.377964473009227,0.690065559342354,40.9488647438427,43.0132869837084,0.690065559342354,0.121987509118567,1,0.333333333333333,1,0.333333333333333,0,0,1,0.333333333333333,0.5
"8","IS02AE","2023-09-05",1,2,4,"Alles begann im Labor (ich studiere Chemie). Ich weiß jedoch nicht mehr, was es für ein Labor war. Wir wurden in verschiedene Gruppen zu Assistenten eingeteilt, welcher mich attraktiv fand. Aus irgendeinem Grund hatte etwas mit meinem Outfit nicht gestimmt, weshalb ich nach Hause fahren und mich umziehen musste. Ich hatte im Haus meiner Schwester gewohnt. In diesem Haus wohnten jedoch noch mehr Personen, die ich dann um Rat mit meinem Outfit fragte.  Lange bin ich aber nicht dortgeblieben, denn ich bin verreist. Wir sind ans Meer gefahren, wobei wir am Strand auf Brettern über den Sand geschlittert sind und dabei immer aufpassen mussten, dass wir nicht gegen Seelöwen stoßen.   Außerdem hatte mir der Opa meiner Gastfamilie aus Chile (Reise nach dem Abi) angeboten 2 Wochen umsonst in seinem Ferienhaus zu wohnen. Das einzige Problem war, dass ich bald eine Ausstellung Zuhause hatte (habe ich tatsächlich in 2 Wochen), für die ich noch so viel vorbereiten musste. Da konnte ich nicht einfach verreisen.  ",1693943040,8,3,5,10,5,5,2,0,3,1,1,1,2,0,0,1,0,2,1,3,2,163,16.3,2,1.66666666666667,4,"2023-09-05",5.66666666666667,7,1,2.16666666666667,66.6666666666667,66.8333333333333,5,3.95833333333333,0.516397779494322,0,0,0.408248290463863,40.8248290463863,40.7549587984906,0,0.102062072615966,0.857142857142857,0.5,1,0.5,0.029925187032419,0,0.6,0.3,0.8
"9","IS02AE","2023-09-06",1,2,3,"Ich hatte meine eigene Wohnung. Außerdem habe ich in einem Atelier gearbeitet, in dem auch noch andere Personen gearbeitet hatten. Ich bin einmal ins Atelier gegangen und hatte dann dort einen Freund getroffen, der ein riesiges Bild grundierte. Darüber war ich sehr verwundert, denn ich war nicht davon ausgegangen, dass das sein Bild war, das dort lag. Ich erzählt ich, dass ich das Bild auch schon einmal grundiert habe, da ich dachte, dass es unserem Chef gehört, der immer so viel zu tun hat.   Abends bin ich zum Sport gegangen. Dabei mussten wir immer verschiedene Übungen und Spiele machen. Oft kannte ich die Spiele gar nicht, musste jedoch trotzdem das Ganze mit leiten und mitbestimmen, da ich zum Orgateam dazugehörte. Wir spielten eine Spiel, bei dem sich zwei Gruppen von Leuten gegenüber standen und immer zwei Personen zusammengehörten, die sich gegenseitig nachmachen mussten. Das hatte ich zusammen mit meiner besten Freundin aus der Schulzeit gemacht.  Danach wollte die Trainerin vorschlagen am Valentinstag mit der Gruppe tanzen zu gehen und fragte mich vor allen nach meiner Meinung. Das Problem war nur, dass ich aus Versehen nicht zugehört hatte und gar nicht wusste worum es geht. Sie musste sich also noch einmal wiederholen, was ihr allerdings gar nichts ausmachte.  ",1693992300,9,1,5,12,8,8,3,0,5,2,2,1,2,0,0,1,0,2,2,4,2,207,17.25,2.4,5,4,"2023-09-06",6,7,1,2,14.2857142857143,20.1428571428571,5.28571428571429,4,0,0,0,0,37.7964473009227,36.1129181477052,0.487950036474267,0,1,0.666666666666667,1,0.666666666666667,0.148936170212766,0,0.625,0.416666666666667,0.8
"10","IS02AE","2023-09-07",1,2,3,"Ich bin für ein Erasmussemester mit meiner besten Freundin zusammen nach Nizza gezogen (mache ich tatsächlich, aber allein). Wir mussten nach der langen Autofahrt zunächst mit der Besitzerin des Airbnbs sprechen, um unsere Zimmerschlüssel zu erhalten. Wir schliefen in einem riesigen Zimmer, an das der Frühstückssaal grenzte. Allerdings gab es dort keine normalen Betten, sondern nur zwei Sessel, sodass wir im Sitzen hätten schlafen müssen. Im Eck stand auch eine Dusche und es standen viele Kartons und Holzbretter herum, woraus ich dann für meine Beine eine Stütze baute, sodass ich mich zum Schlafen hinlegen konnte.   Wir waren dann in der Stadt unterwegs, wobei ein WG-Zimmer zur Straße hin offen war und auf dem Bett ein Mädchen saß (mir unbekannt). Schon in diesem Moment wusste ich, dass es sich dabei um die ebenfalls deutsche Nachfolgerin für eine Bekannte aus meiner Kunstakademie handelt, die dort ebenfalls Erasmus gemacht hatte. So war es dann auch, wir kamen mit ihr ins Gespräch, woraufhin sie uns die 3 anderen Mädels vorstellte, mit denen sie hier ist. Ich hatte nach der Vorstellungsrunde tatsächlich alle Namen schon wieder vergessen, weshalb sich alle noch einmal wiederholen mussten. Ich weiß noch, dass ein Mädchen Valeria hieß.  Einmal saß ich mit meiner besten Freundin dann am Meer. Es war das schönste Türkis, das ich je gesehen hatte mit einem strahlend weißen Sandstrand. Wir hatten unsere Füße ins Wasser gehängt, geredet und den Fischen im Wasser zugeschaut. Wir redeten über ein Festival, das in Lyon stattfand, wobei wir uns überlegten, hinzugehen. Lyon war in meinem Traum am Meer. (Tatsächlich fahre ich mit dem Flixbus über Lyon)  Die familiäre Situation meiner Freundin war gar nicht gut, da ihr Vater Krebs hatte und es ihm ziemlich schlecht ging. Sie wollte deshalb dann nach Hause fahren. Ich kam also mit, da wir mein Auto dabei hatten. Wir sind dann einige Stunden bis zu ihr in ihren Heimatort gefahren, wo ich sie bei ihrer Familie rausgelassen hatte. Am nächsten Tag oder so holte ich sie dann wieder ab und wir sind zu unserer Wohnung (wir wohnen gemeinsam in Stuttgart in einer WG) gefahren. Alles sah anders aus und direkt vor unserer Wohnung wurden zwei Vollyballnetze aufgebaut, was richtig toll war. Wir hatten dann also vor noch Volleyball zu spielen. Die Freundin erzählte mir dann, dass ihr Vater gestorben sei und sie sich das aber schon dachte, nach all den Ankündigungen ihrer Familie. Was danach passierte weiß ich nicht mehr. (Tatsächlich hat ihre Mutter vor ca. einem Monat eine sehr schlimme Krebsdiagnose bekommen)  ",1694093400,10,2,5,21,13,12,12,7,7,8,1,4,0,0,0,1,0,0,8,6,0,417,19.8571428571429,4.2,2.5,5,"2023-09-07",6.14285714285714,7,1,1.71428571428571,11.8571428571429,16,5.28571428571429,3.96428571428571,0.377964473009227,0,0,0.487950036474267,26.8354775836551,26.8266037109931,0.487950036474267,0.0944911182523068,1,0.619047619047619,0.923076923076923,0.571428571428571,0.75,0.333333333333333,0.538461538461538,0.333333333333333,1
